Date,Mkt,Series,Sector,Symbol,NameOfTheSecurityInNse,PrevClose,OpenPrice,HighPrice,LowPrice,ClosePrice,TradeValue,TradeQty,IndSec,CoprInd,Trades,52W_High,52W_Low
2015-01-01,N,EQ,Cement,ACC,ACC LIMITED,1400.15,1400.15,1411,1397.95,1403.55,141976410.6,101070,Y, ,3846,1564.65,970.15
2015-01-01,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,228.85,229,229.45,227.5,227.75,47553838,208341,Y, ,3408,243.8,150.1
2015-01-01,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,752.3,751.1,754.5,747,749.15,213695601.5,284935,Y, ,13485,809.6,460.2
2015-01-01,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,502.4,502.65,504,499.05,503.05,677990172.3,1351985,Y, ,17713,2043.05,369.05
2015-01-01,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2432.45,2431,2458.3,2428.45,2452.15,178387129.2,72928,Y, ,5234,2695,1793.2
2015-01-01,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1083.9,1080.1,1088.8,1072.75,1083.05,380837427.5,351338,Y, ,10320,1124.95,511.15
2015-01-01,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,352.7,354.4,364.9,351.65,362.9,795769691.5,2217263,Y, ,25445,420,281.9
2015-01-01,N,EQ,CapGoods,BHEL,BHEL,265.25,265.6,269.95,263.55,268.55,838008895.5,3129379,Y, ,33458,291.5,145.55
2015-01-01,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,646,648.9,657.5,642.2,654.2,313566958.2,482167,Y, ,9126,785,316.05
2015-01-01,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,240.55,238.15,239.95,237,238.95,166630290,698560,Y, ,9090,386,228.05
2015-01-01,N,EQ,Pharma,CIPLA,CIPLA LTD,626.4,626.5,634.8,626.5,628.4,376407400.6,596787,Y, ,9333,673,366.5
2015-01-01,N,EQ,Metals,COALINDIA,COAL INDIA LTD,383.85,383,383.45,378.55,380.05,205335249.8,540225,Y, ,8028,423.7,240.3
2015-01-01,N,EQ,Housing,DLF,DLF LIMITED,137.4,137,138.15,136,137.4,419360971.1,3057025,Y, ,16533,242.95,100.1
2015-01-01,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3246.2,3230,3235,3204,3210.5,243331916.9,75642,Y, ,4935,3666.25,2246.5
2015-01-01,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,444.8,443,445.15,441,442.6,403390050.8,911997,Y, ,5468,551.9,332.3
2015-01-01,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3385.05,3394,3407.9,3370,3402.5,139674331.3,41137,Y, ,2010,3789,2426.35
2015-01-01,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1596.9,1599,1611.65,1585.6,1606.8,536186206.7,334123,Y, ,14239,1776.25,1234.1
2015-01-01,N,EQ,FinSrvc,HDFC,HDFC LTD,1135.9,1130,1131.15,1120.1,1124,451464950.4,401576,Y, ,11804,1177.8,755
2015-01-01,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,951.6,951,954.4,945.05,952.05,841151918.1,886235,Y, ,12603,973.95,616.8
2015-01-01,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3106.65,3111,3120,3083,3105.4,348587360.5,112464,Y, ,7684,3269.95,1907.1
2015-01-01,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,157.55,157.4,159,155.4,158.45,370832697.6,2350082,Y, ,11263,198.9,96.7
2015-01-01,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,760.1,759.3,761.9,754.15,758.45,282062601.5,372132,Y, ,11013,829.75,537.2
2015-01-01,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,353.1,352.7,353.45,350.2,352.3,826267124.8,2348437,Y, ,27807,1798.15,319.2
2015-01-01,N,EQ,FinSrvc,IDFC,IDFC LIMITED,157.35,157.55,159.7,156.75,157.8,314221186.9,1985109,Y, ,14686,166.65,88.05
2015-01-01,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,802.45,803.4,814.7,798.4,812,661626588.8,819116,Y, ,14192,814.7,369.5
2015-01-01,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1972.55,1968.95,1982,1956.9,1974.4,987030556.4,500691,Y, ,14908,4402.2,1896.3
2015-01-01,N,EQ,Tobacco,ITC,ITC LTD,368.7,367.6,368.9,366,367.15,621290671.8,1692652,Y, ,14404,400.3,310.35
2015-01-01,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,151.85,152,158.35,150.5,156.55,1066188490,6913722,Y, ,38638,351,125.1
2015-01-01,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1263.9,1263.8,1265,1251.1,1258.6,316137720.9,250998,Y, ,9230,1315.5,630.5
2015-01-01,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1494.65,1493.8,1506.9,1492,1502.95,674654517.8,449532,Y, ,15240,1776.6,951.5
2015-01-01,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1427.95,1428.4,1435.8,1424.1,1429.2,171051415.8,119605,Y, ,4182,1497.5,855.4
2015-01-01,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1234.45,1238,1243.8,1230.1,1237.05,440946152.6,356669,Y, ,8215,1433.7,846.6
2015-01-01,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3329.8,3320.25,3360,3320.25,3340.75,1000942414,299232,Y, ,10315,3462,1540.4
2015-01-01,N,EQ,Metals,NMDC,NMDC LTD.,145,145,148.7,144.35,148.25,171639217.1,1166613,Y, ,10946,196,123.1
2015-01-01,N,EQ,Power,NTPC,NTPC LTD,144,144.2,144.25,142.1,142.45,175898430.6,1232484,Y, ,6613,168.9,110.65
2015-01-01,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,341.35,340.25,344.75,340.1,344.05,422631204.5,1232882,Y, ,15844,471.85,264.15
2015-01-01,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,219.1,218.25,221.9,218.2,219.65,700759082.9,3181076,Y, ,19974,1135.1,216.15
2015-01-01,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,138,138,138.2,136.9,137.1,60205594.95,438096,Y, ,4418,150.9,93.25
2015-01-01,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,891.15,886.3,892,883.65,887.9,601305852.4,677439,Y, ,16263,1145.25,793.1
2015-01-01,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,311.85,312.45,315,310.7,314,1925488864,6138488,Y, ,58688,2979,287
2015-01-01,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,214.5,213.7,219.7,212.2,219.25,501431064.8,2304326,Y, ,20209,318.3,168.85
2015-01-01,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,826.55,826.5,830,818.1,822.2,483878028.4,587479,Y, ,11923,932.5,552.55
2015-01-01,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,495.55,494.5,499.45,492.25,498.45,464233503.4,934528,Y, ,12769,550.7,332.1
2015-01-01,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.15,82.2,82.65,81.95,82.15,77214067.85,938370,Y, ,5172,115.6,71.4
2015-01-01,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,399.4,397.1,406,397.1,404.45,1018855512,2531499,Y, ,36733,579.9,332
2015-01-01,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2558.25,2567,2567,2541,2545.55,467434456.2,183415,Y, ,8002,2839.7,1999.5
2015-01-01,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2593.55,2589,2613.45,2580.75,2594.55,317414479.6,122347,Y, ,6691,2734,1676.35
2015-01-01,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2676.05,2678.9,2678.9,2651.2,2662.5,144211181.6,54097,Y, ,2625,2872,1634
2015-01-01,N,EQ,InfoTech,WIPRO,WIPRO LTD,555.2,552.55,554.4,550.5,552.4,112185873.5,202978,Y, ,4196,621.9,474.7
2015-01-01,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,380.75,381,381.05,377.05,377.7,121497573.9,321140,Y, ,7645,402.4,254.15
2015-01-02,N,EQ,Cement,ACC,ACC LIMITED,1403.55,1406.4,1431,1405.55,1425.9,217835777.3,153349,Y, ,6880,1564.65,970.15
2015-01-02,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,227.75,228,231.7,228,230.95,134365327,582581,Y, ,10066,243.8,150.1
2015-01-02,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,749.15,751.25,781.45,751.25,775.05,1605197101,2080850,Y, ,56086,809.6,460.2
2015-01-02,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,503.05,503.2,516.9,501.7,514.3,1973886873,3852825,Y, ,45686,2043.05,369.05
2015-01-02,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2452.15,2457,2476.4,2432,2451.75,403919700.5,164726,Y, ,10233,2695,1793.2
2015-01-02,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1083.05,1085.9,1101.9,1084.6,1096.25,1057434468,964267,Y, ,18659,1124.95,511.15
2015-01-02,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,362.9,363.8,367,362,365.05,919042492.1,2519814,Y, ,46461,420,281.9
2015-01-02,N,EQ,CapGoods,BHEL,BHEL,268.55,269.4,276.95,269,275.3,1130208515,4117859,Y, ,36826,291.5,145.55
2015-01-02,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,654.2,650.9,655.9,642.45,644.4,663809363.6,1023715,Y, ,20920,785,316.05
2015-01-02,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,238.95,238.4,242.6,238.4,241.4,213028974.5,882416,Y, ,9472,386,228.05
2015-01-02,N,EQ,Pharma,CIPLA,CIPLA LTD,628.4,633,637.55,629.35,630.15,436107243,688999,Y, ,11080,673,366.5
2015-01-02,N,EQ,Metals,COALINDIA,COAL INDIA LTD,380.05,380.5,386.6,379.95,381.75,372222901.1,969551,Y, ,14416,423.7,240.3
2015-01-02,N,EQ,Housing,DLF,DLF LIMITED,137.4,138.4,140.75,137.1,139.2,662983759.5,4759090,Y, ,26873,242.95,100.1
2015-01-02,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3210.5,3220,3242.65,3215,3221.4,277571939.9,86014,Y, ,4661,3666.25,2246.5
2015-01-02,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,442.6,443.7,448.2,442.65,444.6,283606354.6,637644,Y, ,10318,551.9,332.3
2015-01-02,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3402.5,3405.1,3506,3399,3495.7,155786300.1,44930,Y, ,3649,3789,2426.35
2015-01-02,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1606.8,1602.05,1618.95,1600.05,1605.25,375386382.7,233343,Y, ,12194,1776.25,1234.1
2015-01-02,N,EQ,FinSrvc,HDFC,HDFC LTD,1124,1127.3,1176.95,1125.35,1171.9,2342844535,2019816,Y, ,59071,1177.8,755
2015-01-02,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,952.05,950.4,969.3,950.4,965.3,1423838322,1475096,Y, ,23437,973.95,616.8
2015-01-02,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3105.4,3115,3119,3090.55,3098.1,582121022.7,187675,Y, ,14638,3269.95,1907.1
2015-01-02,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,158.45,158.9,161.2,158.35,160.1,468424983.2,2923839,Y, ,20212,198.9,96.7
2015-01-02,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,758.45,757,766,752.65,755.95,917466399.8,1207322,Y, ,38908,829.75,537.2
2015-01-02,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,352.3,352,363.5,352,362.3,2708011768,7520900,Y, ,80098,1798.15,319.2
2015-01-02,N,EQ,FinSrvc,IDFC,IDFC LIMITED,157.8,157.8,160.6,157.8,158.8,746952313,4689396,Y, ,24350,166.65,88.05
2015-01-02,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,812,816,823.35,812,815.9,522861794.6,640249,Y, ,10890,823.35,369.5
2015-01-02,N,EQ,InfoTech,INFY,INFOSYS LIMITED,1974.4,1972,2019.05,1972,2013.2,3394668524,1694580,Y, ,54166,4402.2,1896.3
2015-01-02,N,EQ,Tobacco,ITC,ITC LTD,367.15,367.25,370.15,367.25,368.3,1621433079,4399784,Y, ,62713,400.3,310.35
2015-01-02,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,156.55,158,164.6,157.6,161.95,1322629889,8169041,Y, ,49223,351,125.1
2015-01-02,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1258.6,1261,1279,1258.3,1271.55,803652186.5,631815,Y, ,25080,1315.5,630.5
2015-01-02,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1502.95,1501.5,1539,1501.5,1534.65,1970914033,1291056,Y, ,56559,1776.6,951.5
2015-01-02,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1429.2,1435,1442.5,1428.05,1432.3,354667429.3,247162,Y, ,8964,1497.5,855.4
2015-01-02,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1237.05,1230.25,1243.7,1222.5,1224.65,788714897.9,639928,Y, ,23313,1433.7,846.6
2015-01-02,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3340.75,3360,3383,3350.5,3359.6,787320596.1,233924,Y, ,10656,3462,1540.4
2015-01-02,N,EQ,Metals,NMDC,NMDC LTD.,148.25,149,149,146.2,146.95,138089129,935693,Y, ,10420,196,123.1
2015-01-02,N,EQ,Power,NTPC,NTPC LTD,142.45,142.5,145,142.5,144.4,286389793.2,1985911,Y, ,19613,168.9,110.65
2015-01-02,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,344.05,344.1,352.5,344.1,349.2,869534981.2,2490979,Y, ,45021,471.85,264.15
2015-01-02,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,219.65,220,222,219.05,219.8,982671235.2,4451061,Y, ,32572,1135.1,216.15
2015-01-02,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,137.1,137.15,139.35,137.15,138.75,282004338.8,2032228,Y, ,9244,150.9,93.25
2015-01-02,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,887.9,888.1,896.05,884.3,885.55,1490461120,1675827,Y, ,31269,1145.25,793.1
2015-01-02,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,314,314.35,318.3,314.35,315.25,3147388630,9935094,Y, ,79553,2979,287
2015-01-02,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,219.25,219.35,224.45,219.35,222.3,727194681.3,3270358,Y, ,25451,318.3,168.85
2015-01-02,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,822.2,824,830.5,824,826.25,587741492.5,710310,Y, ,32763,932.5,552.55
2015-01-02,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,498.45,497.25,517.4,497.25,511.8,2116514669,4148596,Y, ,60297,550.7,332.1
2015-01-02,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.15,82.25,83.75,82.25,83.35,198805864.2,2387959,Y, ,12220,115.6,71.4
2015-01-02,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,404.45,406,413,406,410.75,1406721592,3433980,Y, ,53347,579.9,332
2015-01-02,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2545.55,2551,2590.95,2550.6,2579.45,1188740110,462870,Y, ,27585,2839.7,1999.5
2015-01-02,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2594.55,2587,2619,2587,2607.25,668237185.4,256301,Y, ,13186,2734,1676.35
2015-01-02,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2662.5,2669.5,2752.5,2667.25,2742.1,622685625.2,228660,Y, ,14784,2872,1634
2015-01-02,N,EQ,InfoTech,WIPRO,WIPRO LTD,552.4,553.4,560.25,553,557.3,438968022.2,787304,Y, ,18950,621.9,474.7
2015-01-02,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,377.7,378,383.5,378,380.95,366121768,960337,Y, ,14605,402.4,254.15
2015-01-05,N,EQ,Cement,ACC,ACC LIMITED,1425.9,1425,1439.75,1423.75,1433.65,298167418.4,207979,Y, ,8064,1564.65,970.15
2015-01-05,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,230.95,230.95,233.3,229.55,230.65,223580347.6,967248,Y, ,17900,243.8,150.1
2015-01-05,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,775.05,779.9,787.9,772.7,775,1033161796,1326999,Y, ,33728,809.6,460.2
2015-01-05,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,514.3,516.9,520.4,515.1,517.55,1326208707,2561430,Y, ,38963,2043.05,369.05
2015-01-05,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2451.75,2452,2481.2,2450,2460.7,293068093.7,118873,Y, ,9881,2695,1793.2
2015-01-05,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1096.25,1095.2,1108.5,1091.95,1095.95,678248693.9,617381,Y, ,13553,1124.95,511.15
2015-01-05,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,365.05,366.25,366.25,355.6,356.95,519836884.6,1446759,Y, ,27848,420,281.9
2015-01-05,N,EQ,CapGoods,BHEL,BHEL,275.3,276,278.4,270.1,273.4,833036739.1,3041992,Y, ,31682,291.5,145.55
2015-01-05,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,644.4,645,649.45,641.3,645.65,705968891.7,1094372,Y, ,26953,785,316.05
2015-01-05,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,241.4,240,245.35,238.9,243.95,424467667.6,1750083,Y, ,24762,386,228.05
2015-01-05,N,EQ,Pharma,CIPLA,CIPLA LTD,630.15,626,638,626,633,812698604.1,1282895,Y, ,22739,673,366.5
2015-01-05,N,EQ,Metals,COALINDIA,COAL INDIA LTD,381.75,381,386,377,380.25,709809294.3,1857013,Y, ,30568,423.7,240.3
2015-01-05,N,EQ,Housing,DLF,DLF LIMITED,139.2,136.8,137.5,134.8,135.8,806520652.1,5929537,Y, ,34525,242.95,100.1
2015-01-05,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3221.4,3221.4,3221.4,3141,3148.4,929890990.2,293765,Y, ,27851,3666.25,2246.5
2015-01-05,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,444.6,443.35,450.85,440.4,446,349845258.9,785866,Y, ,20893,551.9,332.3
2015-01-05,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3495.7,3500,3547.6,3477,3508.85,347277669.9,99014,Y, ,4229,3789,2426.35
2015-01-05,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1605.25,1615,1615,1568.7,1578.25,798500371.9,503156,Y, ,28045,1776.25,1242.15
2015-01-05,N,EQ,FinSrvc,HDFC,HDFC LTD,1171.9,1168.8,1175,1150.4,1156.4,2572880193,2219458,Y, ,57749,1177.8,755
2015-01-05,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,965.3,970,970.55,955.1,957.15,1150019172,1199000,Y, ,25544,973.95,616.8
2015-01-05,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,3098.1,3104,3146.9,3098.1,3119.4,500104611.9,160068,Y, ,12868,3269.95,1907.1
2015-01-05,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,160.1,161,161.95,155.5,156.85,766393568.6,4830121,Y, ,24379,198.9,96.7
2015-01-05,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,755.95,759.75,761.9,755.1,760.3,644649728.3,849252,Y, ,22009,829.75,537.2
2015-01-05,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,362.3,365.3,367.4,361.5,363.05,3417514586,9378264,Y, ,87835,1798.15,319.2
2015-01-05,N,EQ,FinSrvc,IDFC,IDFC LIMITED,158.8,158.8,162.3,158.2,160.9,749565276,4657316,Y, ,27686,166.65,88.05
2015-01-05,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,815.9,818,821.8,812.05,819.1,275277835,336910,Y, ,12396,823.35,369.5
2015-01-05,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2013.2,2009.9,2030,1977.5,1995.9,4979910938,2484256,Y, ,82694,4402.2,1896.3
2015-01-05,N,EQ,Tobacco,ITC,ITC LTD,368.3,368.7,371.8,367.55,369.75,2030236128,5492658,Y, ,51762,400.3,311.4
2015-01-05,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,161.95,164.8,166.75,161.2,162.85,1995755595,12103749,Y, ,50379,351,125.1
2015-01-05,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1271.55,1272.1,1278.85,1262,1266.45,386510013.1,305115,Y, ,15419,1315.5,630.5
2015-01-05,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1534.65,1545.35,1571,1545.35,1556,2265398936,1451018,Y, ,52706,1776.6,951.5
2015-01-05,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1432.3,1434.15,1441.65,1425.25,1430.3,303071246.9,211101,Y, ,9266,1497.5,855.4
2015-01-05,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1224.65,1220.1,1248,1217,1218.45,895288065.5,728354,Y, ,26020,1433.7,846.6
2015-01-05,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3359.6,3382,3469.35,3376.05,3447.8,1849840983,536747,Y, ,29571,3469.35,1540.4
2015-01-05,N,EQ,Metals,NMDC,NMDC LTD.,146.95,147.25,148.7,145.2,146.2,176804107.2,1206770,Y, ,12089,196,123.1
2015-01-05,N,EQ,Power,NTPC,NTPC LTD,144.4,144.55,144.9,143.05,144,263228136.7,1830881,Y, ,14367,168.9,110.65
2015-01-05,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,349.2,347,358,346,353.15,1432373752,4049746,Y, ,53383,471.85,264.15
2015-01-05,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,219.8,221.45,222,216.25,217.75,824222138.5,3754758,Y, ,41991,1135.1,216.15
2015-01-05,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,138.75,138.5,140.1,136.15,138.9,567232621.5,4101387,Y, ,15018,150.9,93.25
2015-01-05,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,885.55,885,890.9,874.1,875.85,2036781223,2309591,Y, ,67035,1145.25,793.1
2015-01-05,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,315.25,316.25,316.8,312.1,312.75,2867431675,9136716,Y, ,88236,2979,287
2015-01-05,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,222.3,222.5,225.3,218.1,219.8,781305028.8,3512083,Y, ,38682,318.3,168.85
2015-01-05,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,826.25,826.1,830.7,824.45,826.75,655678891.2,792287,Y, ,22899,932.5,552.55
2015-01-05,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,511.8,510.1,526,506.7,523.8,3467849662,6686952,Y, ,89227,550.7,332.1
2015-01-05,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,83.35,84.1,84.6,82.7,82.85,161444881.6,1932062,Y, ,12281,115.6,71.4
2015-01-05,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,410.75,413,421.45,413,416.7,2176182849,5205645,Y, ,74723,579.9,332
2015-01-05,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2579.45,2581,2599.9,2524.65,2540.25,2248885541,877121,Y, ,43234,2839.7,1999.5
2015-01-05,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2607.25,2600,2619.7,2555,2563.75,499296596.4,192701,Y, ,9924,2734,1676.35
2015-01-05,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,2742.1,2748,2775.4,2726,2747.7,500747472.1,181680,Y, ,18409,2872,1634
2015-01-05,N,EQ,InfoTech,WIPRO,WIPRO LTD,557.3,557.05,565,555.5,558.3,403030862.5,719738,Y, ,20731,621.9,474.7
2015-01-05,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,380.95,379.1,381.6,377.1,380,320042598.6,842678,Y, ,26590,402.4,254.15
2015-01-06,N,EQ,Cement,ACC,ACC LIMITED,1433.65,1425,1428.95,1370.55,1383.55,513335774.9,368755,Y, ,13016,1564.65,970.15
2015-01-06,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,230.65,230,230,220.75,222.15,330985506.5,1479156,Y, ,19436,243.8,150.1
2015-01-06,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,775,775,783,750.4,756.5,1162929862,1510720,Y, ,33064,809.6,460.2
2015-01-06,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,517.55,513.55,513.55,496.75,499.05,2658493012,5284530,Y, ,62148,2043.05,369.05
2015-01-06,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2460.7,2454.3,2469.9,2430,2441.5,1418088576,580496,Y, ,12981,2695,1793.2
2015-01-06,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1095.95,1089,1090,1055,1059.5,756029865.5,704450,Y, ,17326,1124.95,511.15
2015-01-06,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,356.95,356.1,356.1,348.4,354.15,1248926247,3530178,Y, ,59463,420,281.9
2015-01-06,N,EQ,CapGoods,BHEL,BHEL,273.4,270.9,271,259.5,260.95,1003923370,3784332,Y, ,62360,291.5,145.55
2015-01-06,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,645.65,652.4,655.3,630,639.15,1409259791,2186835,Y, ,45768,785,316.05
2015-01-06,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,243.95,238.1,239.75,234.8,235.75,677705341.7,2866284,Y, ,26271,386,228.05
2015-01-06,N,EQ,Pharma,CIPLA,CIPLA LTD,633,631,632,610.5,614.35,1001214102,1615490,Y, ,56508,673,366.5
2015-01-06,N,EQ,Metals,COALINDIA,COAL INDIA LTD,380.25,374,382.1,373.7,379.95,1761817009,4644316,Y, ,69784,423.7,240.3
2015-01-06,N,EQ,Housing,DLF,DLF LIMITED,135.8,134,135.5,132.25,133.65,858567739.7,6414971,Y, ,34897,242.95,100.1
2015-01-06,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3148.4,3130,3130,3055,3065.55,1206194165,391335,Y, ,19849,3666.25,2246.5
2015-01-06,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,446,443.9,443.9,428,431.9,1355667398,3118638,Y, ,55716,551.9,332.3
2015-01-06,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3508.85,3487,3489,3341.9,3375.05,429004392.3,125355,Y, ,9458,3789,2426.35
